"ID","date","cg_dtype","credit_gap_data_type","credit","reference_area","HPIndex"
"1","JP","1964-10-01","A","Credit-to-GDP ratios (actual data)",113.2,"Japan",62.7744
"2","JP","1965-01-01","A","Credit-to-GDP ratios (actual data)",114,"Japan",63.7586
"3","JP","1965-04-01","A","Credit-to-GDP ratios (actual data)",113.9,"Japan",63.2761
"4","JP","1965-07-01","A","Credit-to-GDP ratios (actual data)",116.5,"Japan",64.0474
"5","JP","1965-10-01","A","Credit-to-GDP ratios (actual data)",120.4,"Japan",63.949
"6","JP","1966-01-01","A","Credit-to-GDP ratios (actual data)",120.7,"Japan",64.0146
"7","JP","1966-04-01","A","Credit-to-GDP ratios (actual data)",118.9,"Japan",64.4924
"8","JP","1966-07-01","A","Credit-to-GDP ratios (actual data)",120,"Japan",65.697
"9","JP","1966-10-01","A","Credit-to-GDP ratios (actual data)",120.9,"Japan",66.7772
"10","JP","1967-01-01","A","Credit-to-GDP ratios (actual data)",120,"Japan",67.344
"11","JP","1967-04-01","A","Credit-to-GDP ratios (actual data)",119.5,"Japan",70.072
"12","JP","1967-07-01","A","Credit-to-GDP ratios (actual data)",120.5,"Japan",72.3993
"13","JP","1967-10-01","A","Credit-to-GDP ratios (actual data)",121.8,"Japan",73.2067
"14","JP","1968-01-01","A","Credit-to-GDP ratios (actual data)",120.7,"Japan",74.7294
"15","JP","1968-04-01","A","Credit-to-GDP ratios (actual data)",119.2,"Japan",77.7495
"16","JP","1968-07-01","A","Credit-to-GDP ratios (actual data)",119.2,"Japan",80.2992
"17","JP","1968-10-01","A","Credit-to-GDP ratios (actual data)",119.4,"Japan",82.7989
"18","JP","1969-01-01","A","Credit-to-GDP ratios (actual data)",118.9,"Japan",86.1517
"19","JP","1969-04-01","A","Credit-to-GDP ratios (actual data)",118.5,"Japan",89.6165
"20","JP","1969-07-01","A","Credit-to-GDP ratios (actual data)",119,"Japan",92.2396
"21","JP","1969-10-01","A","Credit-to-GDP ratios (actual data)",121.3,"Japan",95.7105
"22","JP","1970-01-01","A","Credit-to-GDP ratios (actual data)",118.9,"Japan",97.4678
"23","JP","1970-04-01","A","Credit-to-GDP ratios (actual data)",118.1,"Japan",100.5088
"24","JP","1970-07-01","A","Credit-to-GDP ratios (actual data)",118.6,"Japan",104.7421
"25","JP","1970-10-01","A","Credit-to-GDP ratios (actual data)",121.4,"Japan",105.9025
"26","JP","1971-01-01","A","Credit-to-GDP ratios (actual data)",122.6,"Japan",108.3291
