"credit","HPIndex","Credit_HPcycle","HPIndex_HPcycle","Credit_HPtrend","HPIndex_HPtrend"
"53",106.6,132.7279,0.371697033278451,-0.0460751385528146,466.536654139896,488.876191930577
"54",107.7,132.9782,0.985593816748742,0.790350674998999,466.949364599486,488.228169826265
"55",108.1,131.9116,0.989581419963415,0.654890482179311,467.316091044553,487.55830964477
"56",109.1,130.0318,1.5905979027128,-0.0993317388259474,467.63589138119,486.877235331499
"57",107.6,127.7407,-0.066377231107495,-1.19573733847009,467.908442003876,486.195980138414
"58",108.5,126.4689,0.540603867271372,-1.52587242121826,468.13441343078,485.525515235137
"59",108.7,125.6745,0.544744718414725,-1.5065413499842,468.314434694302,484.876064455455
"60",109.8,124.4161,1.41658020328602,-1.8937386476186,468.449472704257,484.256897962893
"61",109.7,122.8092,1.23410189220705,-2.61315118527248,468.540834835911,483.676344332629
"62",109.6,121.8205,1.09302362423402,-2.88668357156159,468.590713827158,483.141548553188
"63",108.8,122.3054,0.349059712614003,-2.005902849732,468.60207372957,482.658022393606
"64",110.1,122.0722,1.56034263837357,-1.76820614913942,468.57856173449,482.229473445684
"65",108.8,121.8835,0.427090246607309,-1.55178856436405,468.524043195577,481.858355611942
"66",108.6,122.8591,0.323782069342404,-0.442200636268508,468.443358680641,481.54601766606
"67",107.8,123.204,-0.313849841406247,0.0913132966217756,468.341615688896,481.292838513861
"68",107.7,122.9643,-0.289165667114387,0.0904862483332436,468.224124083349,481.098920685773
"69",106.6,121.5489,-1.18764639768097,-0.932758688291602,468.095997570855,480.964423783034
"70",106.4,121.1345,-1.24161143897583,-1.19941410999712,467.96216912973,480.889563960787
"71",107.3,121.1208,-0.263964495623707,-1.19513493128034,467.826829459289,480.873974399994
"72",107.8,121.4562,0.334372595791779,-0.961168251807965,467.693393251698,480.9165386478
"73",106.5,121.0312,-0.750611706365625,-1.41055693216724,467.565110221314,481.015393292017
"74",106.9,121.6228,-0.256057262265075,-1.07562899468415,467.445439065365,481.168074190298
"75",106.6,122.3475,-0.429018175590107,-0.684699952573453,467.337369348764,481.371235602216
"76",107.3,122.2302,0.319134363029711,-1.03024431448779,467.243730600636,481.620859519222
"77",106.2,121.3646,-0.634673332958224,-2.03257618735891,467.167084213742,481.912499995295
"78",106.6,121.291,-0.201839866650316,-2.42180548276095,467.110191039825,482.241067181719
"79",106.6,122.9756,-0.167064086616592,-1.40160469866409,467.075415259791,482.60020086966
"80",107.8,124.1251,0.962770942857905,-0.85303442140805,467.064994904632,482.982027221857
"81",107.7,126.0635,0.853894825950219,0.300778427496097,467.081063590284,483.377796398114
"82",106.2,128.7874,-0.59394578373988,2.03807286808226,467.126356664524,483.778225411719
"83",105.8,129.9384,-1.04909121697326,2.5318299376369,467.204143159393,484.17421926248
"84",106.3,129.2671,-0.690792356029601,1.63012389207851,467.31732089082,484.557956745746
"85",105,129.7855,-2.07209697696809,1.6651097200578,467.46813199272,484.923199050577
"86",105.2,131.1229,-2.07205682342841,2.34877894009282,467.658386853789,485.264726193467
"87",106.6,130.2089,-0.980249628936047,1.33564949682703,467.88860080211,485.578358884482
"88",107.3,128.9223,-0.595129166587327,0.0596039104072354,468.157994130253,485.861385820528
"89",107.3,129.1833,-0.902309511101673,0.0113021233693056,468.465174474767,486.111930479446
"90",107.9,129.864,-0.68789029006649,0.320621309332625,468.808377516475,486.328153591522
"91",108.2,130.6084,-0.787138351517036,0.712130379517906,469.185274992755,486.508222950867
"92",107.9,130.7644,-1.47262148314379,0.689216332484976,469.593108709553,486.650506739911
"93",109.7,129.2041,-0.25369178322564,-0.614485763459471,470.028628511344,486.753818222572
"94",111.3,129.6259,0.7352619739707,-0.352140459906081,470.487663854179,486.817401422976
"95",113,129.8223,1.77289623449129,-0.223457082937384,470.965885636743,486.840116311646
"96",115.7,130.6983,3.6406391235095,0.46855859464211,471.459424296454,486.820602771317
"97",113.5,130.4964,1.21476536126894,0.37720299348647,471.965518330877,486.757361024048
"98",114.2,131.37,1.31144808516108,1.15259280712109,472.48368163703,486.649184141021
"99",115.3,131.6177,1.73955538722008,1.49504988744931,473.014187340281,486.495100945286
"100",116.4,131.5938,2.14512530868171,1.67712990153898,473.558128221052,486.294860630399
"101",112.8,130.6464,-1.5560503754852,1.20029690910001,474.117684281881,486.049146796097
"102",114,130.7363,-1.07653138917497,1.55854048574594,474.696376228625,485.759691248303
"103",114.3,129.9272,-1.41409515557778,1.26845338119247,475.296752235654,485.42897597851
"104",115.3,129.7497,-1.16694491772247,1.50026392444733,475.920687645224,485.060457066012
"105",116.1,127.9985,-1.12398511972958,0.543471136624446,476.569173990114,484.658383373471
"106",117.5,127.0476,-0.598640104111858,0.228240510207717,477.242473462533,484.227941428496
"107",118.6,126.3036,-0.364497107626277,0.0941958231552187,477.940145763989,483.774657428162
"108",120.2,125.5133,0.254325764186986,-0.063027314619582,478.661376445924,483.304200219858
"109",120.6,123.6399,-0.157194819779882,-1.08496667698119,479.405123249088,482.822297523366
"110",121.6,122.8627,-0.0968059146293554,-1.22789049365228,480.170502867836,482.334637666394
"111",122.1,121.2608,-0.472495638091436,-2.05187107089354,480.956533749757,481.846230872479
"112",123.2,120.8418,-0.381268728804474,-1.91309471985478,481.762173838746,481.361319933597
"113",123.2,120.1148,-1.20518065898176,-2.03807000882713,482.586085768924,480.882865222307
"114",123.8,119.9975,-1.55995785640439,-1.66554050379723,483.426693881454,480.412631426967
"115",125.1,119.5188,-1.37032753230358,-1.60374132483306,484.28166927959,479.951109442179
"116",127.6,119.9597,-0.25767100185599,-0.782163895324792,485.147708092925,479.497749199732
"117",125.3,119.8398,-2.94956380614101,-0.435413205518403,486.020649996343,479.050998293084
"118",127.5,119.261,-2.08453716050603,-0.477378593172958,486.896173620354,478.608815463262
"119",128.7,118.9039,-2.01970265787935,-0.337326934872676,487.768114118087,478.168887318037
"120",131.8,119.1147,-0.50044160010726,0.280087340203566,488.629003806948,477.728602103559
"121",133.4,118.6736,-0.134899342026762,0.352549507696678,489.470112690179,477.285137236646
"122",135.4,118.7815,0.54093805279305,0.892721900958243,490.282397995024,476.835845188701
"123",135.1,118.0594,-0.455208140023222,0.740489989229692,491.056732636639,476.378298774572
"124",140.6,117.6929,2.80757032119725,0.897240198909108,491.784327616459,475.910628760293
"125",141.3,116.9418,2.63241953821174,0.736208795662363,492.456109430836,475.431428718142
"126",141.7,115.8206,2.30645536209206,0.264391228144265,493.064759307571,474.939852995521
"127",142.3,115.5252,2.18914677290434,0.513352727854013,493.604603736676,474.43551607033
"128",141.8,115.1834,1.3703506670381,0.734366400670616,494.071410742765,473.918197664986
"129",141.5,114.0631,0.767655141146117,0.287182056333551,494.462316567183,473.387998347361
"130",143.4,113.6924,1.78847889610656,0.504177931098301,494.775313920445,472.845477664328
"131",143.8,113.3043,1.83346923116645,0.716337313726889,495.008875297528,472.291374651544
"132",144.1,112.8912,1.8881593078292,0.915708847484935,495.162590992718,471.726743455875
"133",144.5,111.5478,2.09075353667643,0.292233923629956,495.237197218572,471.153085935004
"134",145.4,111.2381,2.71424622272827,0.594818638641802,495.234610287214,470.57247626465
"135",145.2,110.4186,2.65315700734293,0.440688524572349,495.158053231727,469.987171266727
"136",144.3,109.706,2.17700108889807,0.380606515913737,495.012445489084,469.399799524805
"137",141.4,108.4446,0.354910626857141,-0.189320702568947,494.80436471939,468.813265052776
"138",140.2,107.7792,-0.234751748378303,-0.222240748566094,494.541749208427,468.230709743609
"139",139.2,107.213,-0.641584271089057,-0.173406170734952,494.232759061121,467.655157164832
"140",137.9,106.5427,-1.23252918262829,-0.234907607297263,493.885407662554,467.089491983504
"141",136.7,106.0755,-1.72843303464874,-0.121380015500411,493.507307407639,466.536490487829
"142",137.3,105.1545,-0.88846908315823,-0.455712424886701,493.105300360551,465.998782148756
"143",137,104.3028,-0.687055732003436,-0.749099846326656,492.685148314816,465.478920574724
"144",136.4,104.0771,-0.69288322984895,-0.465977490517222,492.252057770785,464.979174553907
"145",136.7,102.5944,-0.031931445985745,-1.42300965203516,491.810805818976,464.501344687074
"146",136.9,103.6058,0.559336731552185,0.0123909423648316,491.365736497888,464.046940339064
"147",136.4,104.1405,0.638000652069429,0.957513401551718,490.921173888867,463.616581493682
"148",134.6,103.0789,-0.251049937651709,0.338575561324633,490.481791658714,463.210895879073
"149",132.1,101.6225,-1.69674107181353,-0.704612937319632,490.052662224641,462.831109669258
"150",131.2,100.7219,-1.9664134466482,-1.24233527437334,489.638701097647,462.478660647982
"151",129.5,100.8214,-2.87567521160116,-0.819482746728345,489.24376332556,462.154546215906
"152",129.3,100.137,-2.65694637002568,-1.20506247471172,488.870474947807,461.858987314145
"153",128.1,101.5881,-3.23854381653524,0.500947522939521,488.519664706804,461.591692707095
"154",127.9,101.7274,-3.06562989500921,0.878050667876257,488.190500753489,461.351617995108
"155",128.1,100.6285,-2.59900625864362,0.00551990351677079,487.880127148912,461.138031870735
"156",129.9,101.9208,-0.907279567786415,1.46885230046316,487.583771935442,460.950751808198
"157",131.4,101.6905,0.529571828518959,1.40378993787268,487.295038776532,460.789598731655
"158",133,100.1909,2.0279485362667,0.05242501837181,487.006964285909,460.655311597954
"159",133.3,99.9739,2.54730665877644,-0.0585915404864634,486.71291605969,460.549506732653
"160",134,100.2693,3.37645083326208,0.312123409109688,486.407529161829,460.473833226948
"161",132.8,99.1405,2.79739298129213,-0.776099957048393,486.087030722941,460.42990355232
"162",132.6,99.8446,2.98394961976372,-0.0580275296129251,485.749758155412,460.419525257383
"163",131.7,100.5012,2.65686363268167,0.572945944358028,485.395797242242,460.444020828277
"164",129.6,100.506,1.41817965687631,0.517066237024877,485.027098734941,460.504676483935
"165",125.5,100.1838,-1.41669806760813,0.0975133587908572,484.647273924792,460.603136534507
"166",124.3,99.9438,-1.99102061369573,-0.28056565584943,484.260820465362,460.741368456539
"167",124.8,100.7323,-1.20010498039443,0.325249628641788,483.871350573927,460.921400672428
"168",124.6,100.479,-0.970371444543079,-0.150211206929296,483.481232079878,461.145086251036
"169",124,100.6198,-1.06392618649107,-0.279575803762055,483.092082746995,461.414481542241
"170",124.4,101.5255,-0.354695826394771,0.299450831638637,482.704913856903,461.731549013919
"171",124.2,101.3524,-0.130754787423747,-0.237721105731092,482.320071737362,462.098076399068
"172",123.8,101.7703,-0.0709450061900284,-0.244207285153375,481.93768103124,462.516038587455
"173",123.6,102.2548,0.147269842696379,-0.240488134519956,481.557784659663,462.987261893157
"174",124.3,103.0116,1.08941864853866,-0.0292596759409625,481.180381203128,463.513420000696
"175",124.4,103.3295,1.5446567447239,-0.303745154633372,480.805561285784,464.096036289512
"176",124.3,102.7888,1.83570343323146,-1.46897608481613,480.434096418435,464.736615851746
"177",123.5,103.3337,1.55639208445248,-1.6401182196311,480.067723522351,465.43647393882
"178",123.7,105.1901,2.07660110639801,-0.619088750954044,479.709326833446,466.196007692098
"179",122.6,105.3291,1.52993901752133,-1.30561575528676,479.36276333269,467.014589179062
"180",118.2,105.6114,-1.79537737954104,-1.91457153762663,479.033187876741,467.891203536721
"181",118.9,107.7891,-0.898431164471358,-0.806365873231829,478.726711534145,468.824019892239
"182",118.8,108.7303,-0.704182569731249,-0.922960352171898,478.448323262586,469.810010765569
"183",118.7,109.0705,-0.542520338706187,-1.64619848377906,478.202450500268,470.845644697991
"184",117.8,111.3115,-1.09425344954404,-0.693555651316002,477.993080571293,471.926813380567
"185",118.3,114.1218,-0.501484626111948,0.678250278850084,477.823861724546,473.048379630307
"186",118.1,116.1963,-0.54458598017898,1.32332743391606,477.697758300511,474.204772791937
"187",118.3,117.6672,-0.295044113342591,1.39518396667327,477.617421211777,475.390846116609
"188",117.6,119.4072,-0.856257458244658,1.65167012967835,477.585161004697,476.602279935119
"189",118.6,119.8426,-0.0274551666917588,0.782294944523315,477.603103823054,477.835626568246
"190",118.2,121.2416,-0.435030152518645,0.690054276126878,477.672840649718,479.088470630595
"191",117.9,122.4138,-0.812264553748643,0.381825210985073,477.795945308081,480.358885671116
"192",117.7,125.1114,-1.15981830106535,1.27507751925714,477.973719727688,481.645376522679
"193",117.2,126.2041,-1.81877045844935,0.843357110437065,478.206958172741,482.946686658912
"194",118.3,127.0905,-1.17335292256512,0.22758663371748,478.495730020999,484.262356476891
"195",119.2,128.6235,-0.758692455564869,0.0964997559759678,478.83896791869,485.592453471887
"196",118.6,130.3538,-1.6592225100985,0.0880418428722718,479.234871166461,486.937187380819
"197",119.5,131.1492,-1.3495277450204,-0.663267612083687,479.681164882177,488.296828252949
"198",120.5,132.3896,-1.0095618765618,-1.09679210681824,480.174537169633,489.671701163695
"199",120.6,133.4452,-1.46290424847444,-1.69262597860379,480.710832677783,491.061716646215
"200",120.4,137.1287,-2.20331179193727,-0.374109647461174,481.285265079409,492.466099738602
"201",121.6,138.581,-1.81843677893151,-0.737518365541145,481.892133732138,493.88301758771
"202",126.8,140.0819,1.73674327658645,-1.08767836551571,482.524360923726,495.310403521867
"203",128.8,144.658,2.65234894808279,0.691503659946897,483.173732418943,496.745729920418
"204",130.3,149.499,3.15082896597482,2.54318102078288,483.833119447105,498.185789363733
"205",132.2,148.8437,3.93454178613479,0.66186958586561,484.497050955624,499.627806621968
"206",130.1,151.8752,1.66831339183359,1.23531714321916,485.162025160012,501.070595953418
